title,genre,year,rating,votes,runtime_min,director,language,country,budget_million,gross_million,metascore,profit_million,roi_percent
Movie Title 917,Documentary,1991,5.6,562693,218,Coen Brothers,French,USA,7.2,23.0,41.0,15.8,219.4
Movie Title 918,Horror,1980,6.7,1346592,173,David Lynch,Italian,USA,11.3,76.0,66.0,64.7,572.6
Movie Title 919,Drama,2005,4.7,1353935,209,Alfonso Cuaron,Spanish,India,47.6,330.8,48.0,283.2,595.0
Movie Title 920,Action,1993,4.9,1597049,213,Stanley Kubrick,English,India,10.8,52.9,,42.1,389.8
Movie Title 921,Animation,2017,6.2,1748378,150,Coen Brothers,Japanese,Japan,4.0,23.5,96.0,19.5,487.5
Movie Title 922,Romance,2016,5.0,517479,156,David Lynch,French,UK,22.9,25.1,28.0,2.2,9.6
Movie Title 923,Horror,1990,5.1,1494551,211,Coen Brothers,Italian,Australia,14.9,71.3,43.0,56.4,378.5
Movie Title 924,Documentary,2015,5.0,1877161,130,Coen Brothers,German,France,43.5,235.0,34.0,191.5,440.2
Movie Title 925,Sci-Fi,1992,5.5,340679,115,Martin Scorsese,Korean,USA,6.5,11.5,55.0,5.0,76.9
Movie Title 926,Action,2022,7.4,1707517,101,Christopher Nolan,Hindi,France,83.6,590.7,32.0,507.1,606.6
Movie Title 927,Crime,1982,7.6,1101293,84,David Fincher,French,Japan,142.0,244.4,63.0,102.4,72.1
Movie Title 928,Horror,2012,8.8,1052339,113,Guillermo del Toro,German,USA,81.6,215.8,90.0,134.2,164.5
Movie Title 929,Sci-Fi,1985,8.8,356054,214,Coen Brothers,Italian,Japan,45.7,230.3,91.0,184.6,403.9
Movie Title 930,Drama,1989,7.4,1105056,123,Coen Brothers,Hindi,Japan,118.3,612.7,97.0,494.4,417.9
Movie Title 931,Documentary,1984,7.7,1743695,113,Steven Spielberg,Italian,South Korea,71.2,402.7,95.0,331.5,465.6
Movie Title 932,Action,2002,6.7,1256715,167,Christopher Nolan,Hindi,India,0.6,0.6,55.0,0.0,0.0
Movie Title 933,Action,1989,7.1,1167670,74,David Lynch,Korean,Germany,30.1,205.5,80.0,175.4,582.7
Movie Title 934,Action,2023,8.8,681667,178,David Fincher,Korean,South Korea,114.2,497.5,59.0,383.3,335.6
Movie Title 935,Drama,1981,6.9,752731,96,Denis Villeneuve,English,Australia,25.5,98.8,46.0,73.3,287.5
Movie Title 936,Romance,1992,7.9,1584928,185,Denis Villeneuve,English,France,2.2,17.3,20.0,15.1,686.4
Movie Title 937,Crime,2019,5.4,1126424,156,Quentin Tarantino,French,Germany,82.3,491.7,53.0,409.4,497.4
Movie Title 938,Drama,1981,5.7,1611412,173,Wes Anderson,Korean,France,97.2,108.9,,11.7,12.0
Movie Title 939,Animation,1999,6.9,1217593,192,Peter Jackson,Japanese,India,10.5,64.1,40.0,53.6,510.5
Movie Title 940,Crime,1980,6.7,793908,148,Ridley Scott,Italian,Germany,46.2,43.6,52.0,-2.6,-5.6
Movie Title 941,Comedy,2016,5.8,445972,112,Steven Spielberg,Italian,South Korea,12.8,5.3,26.0,-7.5,-58.6
Movie Title 942,Documentary,1988,9.4,1926109,166,David Lynch,Italian,France,76.2,255.1,84.0,178.9,234.8
Movie Title 943,Drama,1996,6.7,1576246,100,Christopher Nolan,French,South Korea,19.0,151.0,,132.0,694.7
Movie Title 944,Sci-Fi,1988,6.0,443899,168,Christopher Nolan,Italian,India,22.8,35.7,70.0,12.9,56.6
Movie Title 945,Crime,1990,6.7,482215,86,Peter Jackson,Spanish,Germany,111.8,608.9,98.0,497.1,444.6
Movie Title 946,Animation,1994,6.5,701636,152,Quentin Tarantino,Hindi,Germany,38.8,60.2,73.0,21.4,55.2
Movie Title 947,Comedy,2003,6.7,1534673,179,James Cameron,Italian,USA,66.5,389.2,,322.7,485.3
Movie Title 948,Romance,2017,4.6,1553092,101,Martin Scorsese,German,Japan,30.9,128.0,93.0,97.1,314.2
Movie Title 949,Sci-Fi,2014,8.1,421162,210,Quentin Tarantino,Hindi,Japan,21.2,116.7,78.0,95.5,450.5
Movie Title 950,Crime,2009,8.1,1653562,104,Alfonso Cuaron,English,South Korea,58.9,105.0,25.0,46.1,78.3
Movie Title 951,Documentary,2010,8.3,771050,202,David Fincher,Italian,Germany,10.1,60.8,48.0,50.7,502.0
Movie Title 952,Sci-Fi,1984,6.9,1817245,98,Guillermo del Toro,German,France,28.0,223.0,36.0,195.0,696.4
Movie Title 953,Comedy,2023,7.3,992437,139,Quentin Tarantino,Japanese,South Korea,14.1,76.0,79.0,61.9,439.0
Movie Title 954,Sci-Fi,1993,5.5,1989415,164,Peter Jackson,German,South Korea,71.4,289.1,41.0,217.7,304.9
Movie Title 955,Thriller,1990,7.5,46095,91,Peter Jackson,Korean,UK,173.2,1281.8,43.0,1108.6,640.1
Movie Title 956,Horror,1988,6.8,1522722,138,Ridley Scott,Korean,Australia,324.4,105.0,70.0,-219.4,-67.6
Movie Title 957,Romance,2013,5.9,393118,158,Steven Spielberg,English,Germany,35.9,211.6,69.0,175.7,489.4
Movie Title 958,Comedy,1991,7.5,1863205,141,Alfonso Cuaron,Spanish,Japan,17.5,124.8,,107.3,613.1
Movie Title 959,Sci-Fi,2014,7.6,1963627,198,Coen Brothers,French,Germany,35.1,23.9,75.0,-11.2,-31.9
Movie Title 960,Horror,2014,6.6,1595874,156,Wes Anderson,French,India,112.7,418.2,90.0,305.5,271.1
Movie Title 961,Horror,1980,7.0,1466915,165,Denis Villeneuve,Japanese,South Korea,13.8,24.8,61.0,11.0,79.7
Movie Title 962,Sci-Fi,2019,5.3,351067,144,Peter Jackson,English,UK,182.3,842.0,58.0,659.7,361.9
Movie Title 963,Documentary,2001,8.0,1707826,123,Ridley Scott,English,UK,25.1,132.2,88.0,107.1,426.7
Movie Title 964,Thriller,2008,5.4,1442246,157,Martin Scorsese,Spanish,Japan,255.3,653.7,67.0,398.4,156.1
Movie Title 965,Drama,1987,5.7,1158738,123,David Lynch,Italian,Japan,109.4,414.4,76.0,305.0,278.8
Movie Title 966,Thriller,1990,6.6,384071,85,Stanley Kubrick,French,Japan,99.2,236.0,40.0,136.8,137.9
Movie Title 967,Sci-Fi,2020,7.8,271170,168,Denis Villeneuve,Italian,India,23.0,70.9,,47.9,208.3
Movie Title 968,Romance,2016,7.8,1376645,89,James Cameron,English,UK,0.5,0.7,,0.2,40.0
Movie Title 969,Drama,1993,6.5,1642706,115,Christopher Nolan,Italian,France,28.9,205.4,88.0,176.5,610.7
Movie Title 970,Comedy,2009,7.4,1345385,196,Martin Scorsese,Korean,India,21.6,6.0,,-15.6,-72.2
Movie Title 971,Thriller,2014,4.5,272421,127,James Cameron,Japanese,USA,2.3,16.3,70.0,14.0,608.7
Movie Title 972,Sci-Fi,2000,5.6,174311,180,Denis Villeneuve,French,Australia,42.2,196.6,95.0,154.4,365.9
Movie Title 973,Thriller,2016,5.7,441880,198,Martin Scorsese,Spanish,Australia,31.0,86.4,81.0,55.4,178.7
Movie Title 974,Drama,1984,8.0,835440,150,Ridley Scott,Japanese,South Korea,60.4,352.7,56.0,292.3,483.9
Movie Title 975,Animation,1998,7.3,1850691,153,James Cameron,Hindi,Australia,58.2,242.1,25.0,183.9,316.0
Movie Title 976,Crime,1993,6.7,657030,139,Guillermo del Toro,Korean,Japan,7.7,31.5,90.0,23.8,309.1
Movie Title 977,Thriller,2005,6.8,1269859,77,Christopher Nolan,Spanish,UK,226.2,239.6,45.0,13.4,5.9
Movie Title 978,Comedy,1983,8.4,674249,98,Coen Brothers,German,Australia,12.4,40.2,27.0,27.8,224.2
Movie Title 979,Comedy,2004,6.3,1498404,181,Ridley Scott,Japanese,South Korea,35.4,73.6,92.0,38.2,107.9
Movie Title 980,Action,2021,4.9,700895,200,David Lynch,English,Australia,40.2,13.0,23.0,-27.2,-67.7
Movie Title 981,Thriller,2004,7.8,341686,177,David Fincher,Hindi,Germany,100.6,302.7,40.0,202.1,200.9
Movie Title 982,Crime,1997,6.7,1366039,178,Guillermo del Toro,Spanish,India,6.3,5.7,50.0,-0.6,-9.5
Movie Title 983,Documentary,2019,7.6,246144,89,Guillermo del Toro,English,USA,33.6,74.0,40.0,40.4,120.2
Movie Title 984,Horror,1987,6.4,1928075,142,Christopher Nolan,Korean,Germany,59.4,54.7,44.0,-4.7,-7.9
Movie Title 985,Crime,2018,5.5,1726575,73,Steven Spielberg,German,India,14.5,14.3,34.0,-0.2,-1.4
Movie Title 986,Horror,2019,7.0,1245360,88,David Lynch,Hindi,India,59.2,103.7,54.0,44.5,75.2
Movie Title 987,Horror,1993,6.5,935137,171,Stanley Kubrick,French,France,154.4,1235.0,68.0,1080.6,699.9
Movie Title 988,Animation,2011,6.7,777505,210,Quentin Tarantino,German,Australia,359.9,78.1,62.0,-281.8,-78.3
Movie Title 989,Action,2017,8.4,953164,210,Alfonso Cuaron,English,South Korea,2.0,10.4,60.0,8.4,420.0
Movie Title 990,Crime,2012,5.2,332119,155,Steven Spielberg,Japanese,France,16.1,21.0,56.0,4.9,30.4
Movie Title 991,Crime,2002,6.8,1212820,121,Wes Anderson,Italian,India,22.3,164.6,76.0,142.3,638.1
Movie Title 992,Animation,1994,5.5,453413,180,Peter Jackson,Spanish,Australia,30.6,28.5,61.0,-2.1,-6.9
Movie Title 993,Thriller,2012,3.4,1150734,178,Coen Brothers,Hindi,USA,16.6,127.0,66.0,110.4,665.1
Movie Title 994,Thriller,2004,6.4,977351,155,David Fincher,English,UK,13.7,68.0,80.0,54.3,396.4
Movie Title 995,Thriller,1996,6.5,1847585,112,David Fincher,French,UK,185.5,38.9,,-146.6,-79.0
Movie Title 996,Romance,2012,7.2,864731,111,Quentin Tarantino,Italian,Australia,150.4,1078.9,87.0,928.5,617.4
Movie Title 997,Horror,1981,6.2,807608,159,James Cameron,Spanish,Germany,2.9,12.4,72.0,9.5,327.6
Movie Title 998,Romance,1993,4.7,1113548,184,Quentin Tarantino,Spanish,South Korea,24.8,55.8,53.0,31.0,125.0
Movie Title 999,Action,2019,5.5,907450,95,Guillermo del Toro,English,Japan,31.2,193.0,,161.8,518.6
Movie Title 1000,Animation,2019,8.1,1532583,112,Peter Jackson,French,Japan,16.4,121.8,,105.4,642.7
